nohup: ignoring input
/home/skyvision/.local/lib/python3.10/site-packages/torch/nn/modules/rnn.py:123: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.5 and num_layers=1
  warnings.warn(
/home/skyvision/.local/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/home/skyvision/.local/lib/python3.10/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=Inception_V3_Weights.IMAGENET1K_V1`. You can also use `weights=Inception_V3_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Using device: cuda:0
Visible GPU IDs for training: [0]
Using Automatic Mixed Precision (AMP)
Train dataset size: 8855 | Batches: 368
Validation dataset size: 2933 | Batches: 123
Variant settings: variant=attenx_mhsa, attention_mode=multihead, spectral_norm=on, mhsa_heads=4
Resumed from checkpoint epoch 3
Resumed best_val_loss: 4.3094
Step [1105] | D_Loss: 0.9878 | G_Loss: 4.7289 | G_GAN: 4.7065 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0112 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1203] | D_Loss: 0.5268 | G_Loss: 8.6048 | G_GAN: 8.5847 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0101 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1204] | D_Loss: 0.5547 | G_Loss: 7.9453 | G_GAN: 7.9236 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0108 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1205] | D_Loss: 0.5166 | G_Loss: 7.2704 | G_GAN: 7.2487 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1206] | D_Loss: 0.5809 | G_Loss: 6.6482 | G_GAN: 6.6269 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0106 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1207] | D_Loss: 0.4729 | G_Loss: 9.1946 | G_GAN: 9.1743 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0102 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1208] | D_Loss: 1.2130 | G_Loss: 7.2063 | G_GAN: 7.1862 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0100 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1209] | D_Loss: 1.4168 | G_Loss: 9.7875 | G_GAN: 9.7667 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0104 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1210] | D_Loss: 0.9165 | G_Loss: 7.8404 | G_GAN: 7.8180 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0112 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1211] | D_Loss: 0.6150 | G_Loss: 8.5359 | G_GAN: 8.5137 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0111 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1212] | D_Loss: 0.5112 | G_Loss: 7.3409 | G_GAN: 7.3204 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0103 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1213] | D_Loss: 0.6000 | G_Loss: 5.5171 | G_GAN: 5.4938 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0117 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1214] | D_Loss: 0.8285 | G_Loss: 11.5207 | G_GAN: 11.4975 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0116 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1215] | D_Loss: 1.1700 | G_Loss: 7.1167 | G_GAN: 7.0971 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0098 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1216] | D_Loss: 1.0912 | G_Loss: 4.8124 | G_GAN: 4.7910 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0107 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1217] | D_Loss: 0.7228 | G_Loss: 9.4429 | G_GAN: 9.4212 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0108 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1218] | D_Loss: 0.6774 | G_Loss: 6.6710 | G_GAN: 6.6483 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1219] | D_Loss: 0.3998 | G_Loss: 8.8593 | G_GAN: 8.8367 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0113 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1220] | D_Loss: 0.4508 | G_Loss: 8.8678 | G_GAN: 8.8458 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0110 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1221] | D_Loss: 0.5711 | G_Loss: 8.8604 | G_GAN: 8.8386 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1222] | D_Loss: 0.4484 | G_Loss: 10.6640 | G_GAN: 10.6419 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0110 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1223] | D_Loss: 0.7794 | G_Loss: 2.8562 | G_GAN: 2.8329 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0116 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1224] | D_Loss: 1.2832 | G_Loss: 11.2619 | G_GAN: 11.2397 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0111 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1225] | D_Loss: 1.3941 | G_Loss: 9.1175 | G_GAN: 9.0966 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0105 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1226] | D_Loss: 0.8785 | G_Loss: 2.7808 | G_GAN: 2.7588 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0110 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1227] | D_Loss: 1.2720 | G_Loss: 5.6783 | G_GAN: 5.6561 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0111 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1228] | D_Loss: 0.6066 | G_Loss: 8.1042 | G_GAN: 8.0818 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0112 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1229] | D_Loss: 0.7419 | G_Loss: 4.8442 | G_GAN: 4.8236 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0103 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1230] | D_Loss: 0.7632 | G_Loss: 8.0480 | G_GAN: 8.0258 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0111 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1231] | D_Loss: 0.6776 | G_Loss: 7.6395 | G_GAN: 7.6192 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0102 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1232] | D_Loss: 0.5321 | G_Loss: 6.4381 | G_GAN: 6.4140 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0120 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1233] | D_Loss: 0.7118 | G_Loss: 7.9335 | G_GAN: 7.9098 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0119 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1234] | D_Loss: 0.7835 | G_Loss: 6.2790 | G_GAN: 6.2572 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1235] | D_Loss: 0.6023 | G_Loss: 9.6880 | G_GAN: 9.6649 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0115 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1236] | D_Loss: 0.8895 | G_Loss: 4.8029 | G_GAN: 4.7796 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0117 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1237] | D_Loss: 0.6663 | G_Loss: 6.7844 | G_GAN: 6.7612 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0116 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1238] | D_Loss: 0.9065 | G_Loss: 9.4141 | G_GAN: 9.3924 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0108 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1239] | D_Loss: 1.0950 | G_Loss: 5.2232 | G_GAN: 5.2024 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0104 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1240] | D_Loss: 0.8190 | G_Loss: 6.0657 | G_GAN: 6.0438 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1241] | D_Loss: 1.1559 | G_Loss: 11.7154 | G_GAN: 11.6930 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0112 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1242] | D_Loss: 1.3096 | G_Loss: 6.2936 | G_GAN: 6.2709 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1243] | D_Loss: 0.8161 | G_Loss: 6.3270 | G_GAN: 6.3058 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0106 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1244] | D_Loss: 0.5242 | G_Loss: 7.9003 | G_GAN: 7.8799 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0102 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1245] | D_Loss: 0.6475 | G_Loss: 8.8805 | G_GAN: 8.8587 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1246] | D_Loss: 0.4279 | G_Loss: 7.1368 | G_GAN: 7.1154 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0107 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1247] | D_Loss: 0.6418 | G_Loss: 7.2010 | G_GAN: 7.1800 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0105 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1248] | D_Loss: 0.7225 | G_Loss: 5.1690 | G_GAN: 5.1474 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0108 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1249] | D_Loss: 1.1286 | G_Loss: 9.0471 | G_GAN: 9.0253 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1250] | D_Loss: 0.6951 | G_Loss: 10.7322 | G_GAN: 10.7108 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0107 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1251] | D_Loss: 0.7655 | G_Loss: 5.5413 | G_GAN: 5.5203 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0105 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1252] | D_Loss: 1.1271 | G_Loss: 7.6416 | G_GAN: 7.6181 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0117 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1253] | D_Loss: 0.5419 | G_Loss: 8.3774 | G_GAN: 8.3555 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1254] | D_Loss: 0.5712 | G_Loss: 7.6842 | G_GAN: 7.6613 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1255] | D_Loss: 0.7675 | G_Loss: 6.4884 | G_GAN: 6.4667 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1256] | D_Loss: 0.5955 | G_Loss: 8.6556 | G_GAN: 8.6331 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0113 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1257] | D_Loss: 0.6606 | G_Loss: 7.7092 | G_GAN: 7.6866 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0113 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1258] | D_Loss: 0.7459 | G_Loss: 5.2740 | G_GAN: 5.2529 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0105 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1259] | D_Loss: 0.6649 | G_Loss: 9.1996 | G_GAN: 9.1772 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0112 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1260] | D_Loss: 0.6962 | G_Loss: 6.5673 | G_GAN: 6.5445 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1261] | D_Loss: 0.6116 | G_Loss: 6.9156 | G_GAN: 6.8930 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0113 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1262] | D_Loss: 0.4947 | G_Loss: 6.8594 | G_GAN: 6.8351 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0121 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1263] | D_Loss: 0.6944 | G_Loss: 8.3864 | G_GAN: 8.3635 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1264] | D_Loss: 0.6415 | G_Loss: 7.6644 | G_GAN: 7.6417 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0113 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1265] | D_Loss: 0.6108 | G_Loss: 5.8523 | G_GAN: 5.8283 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0120 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1266] | D_Loss: 0.8540 | G_Loss: 8.9930 | G_GAN: 8.9696 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0117 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1267] | D_Loss: 0.7203 | G_Loss: 10.1547 | G_GAN: 10.1327 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0110 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1268] | D_Loss: 0.8975 | G_Loss: 2.8044 | G_GAN: 2.7821 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0111 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1269] | D_Loss: 1.0510 | G_Loss: 8.4603 | G_GAN: 8.4388 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0108 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1270] | D_Loss: 1.0361 | G_Loss: 5.4790 | G_GAN: 5.4577 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0107 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1271] | D_Loss: 0.5720 | G_Loss: 6.5632 | G_GAN: 6.5415 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1272] | D_Loss: 0.7879 | G_Loss: 6.9024 | G_GAN: 6.8784 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0120 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1273] | D_Loss: 0.3958 | G_Loss: 6.8545 | G_GAN: 6.8305 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0120 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1274] | D_Loss: 1.0138 | G_Loss: 5.0764 | G_GAN: 5.0538 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0113 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1275] | D_Loss: 0.9914 | G_Loss: 5.9745 | G_GAN: 5.9526 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0110 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1276] | D_Loss: 0.7612 | G_Loss: 6.9359 | G_GAN: 6.9125 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0117 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1277] | D_Loss: 0.9144 | G_Loss: 5.1411 | G_GAN: 5.1177 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0117 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1278] | D_Loss: 0.7272 | G_Loss: 7.0324 | G_GAN: 7.0092 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0116 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1279] | D_Loss: 0.6175 | G_Loss: 8.5030 | G_GAN: 8.4808 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0111 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1280] | D_Loss: 0.5317 | G_Loss: 6.7460 | G_GAN: 6.7234 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0113 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1281] | D_Loss: 0.5217 | G_Loss: 6.0912 | G_GAN: 6.0698 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0107 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1282] | D_Loss: 0.5388 | G_Loss: 6.9637 | G_GAN: 6.9404 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0116 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1283] | D_Loss: 0.6810 | G_Loss: 6.1890 | G_GAN: 6.1654 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0118 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1284] | D_Loss: 0.6265 | G_Loss: 8.0186 | G_GAN: 7.9958 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1285] | D_Loss: 0.3333 | G_Loss: 9.3597 | G_GAN: 9.3377 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0110 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1286] | D_Loss: 0.6211 | G_Loss: 9.4992 | G_GAN: 9.4770 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0111 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1287] | D_Loss: 0.6895 | G_Loss: 8.9965 | G_GAN: 8.9734 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0116 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1288] | D_Loss: 0.4635 | G_Loss: 7.2573 | G_GAN: 7.2345 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1289] | D_Loss: 0.4672 | G_Loss: 9.6662 | G_GAN: 9.6440 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0111 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1290] | D_Loss: 0.3564 | G_Loss: 10.0741 | G_GAN: 10.0497 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0122 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1291] | D_Loss: 0.2159 | G_Loss: 9.4534 | G_GAN: 9.4326 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0104 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1292] | D_Loss: 0.3960 | G_Loss: 8.6748 | G_GAN: 8.6535 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0107 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1293] | D_Loss: 0.4413 | G_Loss: 7.6811 | G_GAN: 7.6580 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0115 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1294] | D_Loss: 0.6842 | G_Loss: 6.1796 | G_GAN: 6.1569 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1295] | D_Loss: 1.1231 | G_Loss: 14.9022 | G_GAN: 14.8810 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0106 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1296] | D_Loss: 2.2670 | G_Loss: 6.9084 | G_GAN: 6.8860 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0112 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1297] | D_Loss: 0.7050 | G_Loss: 7.3386 | G_GAN: 7.3158 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1298] | D_Loss: 0.5192 | G_Loss: 10.8213 | G_GAN: 10.7992 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0110 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1299] | D_Loss: 0.7638 | G_Loss: 6.5330 | G_GAN: 6.5113 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0108 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1300] | D_Loss: 1.0303 | G_Loss: 5.9649 | G_GAN: 5.9428 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0110 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1301] | D_Loss: 0.6531 | G_Loss: 7.9461 | G_GAN: 7.9253 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0104 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1302] | D_Loss: 0.5221 | G_Loss: 9.7205 | G_GAN: 9.6987 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0109 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1303] | D_Loss: 0.6211 | G_Loss: 7.0049 | G_GAN: 6.9839 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0105 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [1304] | D_Loss: 0.6974 | G_Loss: 7.6883 | G_GAN: 7.6656 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0114 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
